order_id,supplier_id,distance_km,transport_mode,order_quantity,warehouse_load,season,delay_history,lead_time_days,Warehouse Load %,Delay %,Warehouse Status,Delay Risk,Lead Time Category,Distance Category
265,S8,305,Truck,4544,0.52,Normal,0.04,11,52,4,Normal,Low Risk,Short,Short Distance
266,S5,1597,Train,3417,0.6,Monsoon,0.52,36,60,52,High,High Risk,Long,Long Distance
267,S29,1061,Air,1161,0.65,Peak,0.05,59,65,5,High,Low Risk,Long,Medium Distance
268,S4,183,Truck,2242,0.39,Normal,0.42,14,39,42,Normal,Medium Risk,Short,Short Distance
269,S15,266,Ship,1462,0.58,Monsoon,0.6,16,58,60,Normal,High Risk,Medium,Short Distance
270,S24,981,Air,2276,0.78,Monsoon,0.32,62,78,32,High,Medium Risk,Very Long,Medium Distance
271,S48,1333,Truck,3021,0.49,Normal,0.28,34,49,28,Normal,Medium Risk,Long,Medium Distance
272,S20,219,Ship,4684,0.8,Monsoon,0.23,12,80,23,Critical,Low Risk,Short,Short Distance
273,S42,931,Truck,1101,0.55,Peak,0.07,26,55,7,Normal,Low Risk,Medium,Medium Distance
274,S13,984,Train,2351,0.24,Normal,0.33,20,24,33,Normal,Medium Risk,Medium,Medium Distance
275,S4,62,Air,404,0.67,Normal,0.45,15,67,45,High,High Risk,Medium,Short Distance
276,S20,493,Air,4618,0.44,Monsoon,0.55,36,44,55,Normal,High Risk,Long,Short Distance
277,S32,1261,Air,4412,0.16,Monsoon,0.08,69,16,8,Normal,Low Risk,Very Long,Medium Distance
278,S35,312,Ship,2454,0.14,Peak,0.39,13,14,39,Normal,Medium Risk,Short,Short Distance
279,S30,685,Air,1065,0.21,Monsoon,0.17,43,21,17,Normal,Low Risk,Long,Short Distance
280,S27,1464,Train,4147,0.68,Peak,0.35,32,68,35,High,Medium Risk,Long,Medium Distance
281,S30,766,Air,3041,0.98,Peak,0.22,48,98,22,Critical,Low Risk,Long,Medium Distance
282,S16,488,Ship,1936,0.17,Peak,0.54,15,17,54,Normal,High Risk,Medium,Short Distance
283,S36,206,Truck,3389,0.51,Normal,0.57,12,51,57,Normal,High Risk,Short,Short Distance
284,S8,1973,Ship,3987,0.27,Normal,0.49,28,27,49,Normal,High Risk,Medium,Long Distance
285,S1,1546,Air,1986,0.33,Monsoon,0.6,90,33,60,Normal,High Risk,Very Long,Long Distance
286,S2,1929,Air,3291,0.3,Normal,0.12,102,30,12,Normal,Low Risk,Very Long,Long Distance
287,S1,362,Air,584,0.76,Peak,0.34,30,76,34,High,Medium Risk,Long,Short Distance
288,S44,64,Air,2769,0.31,Peak,0.28,13,31,28,Normal,Medium Risk,Short,Short Distance
289,S1,1015,Ship,1772,0.3,Normal,0.15,16,30,15,Normal,Low Risk,Medium,Medium Distance
290,S14,1300,Train,290,0.72,Monsoon,0.33,33,72,33,High,Medium Risk,Long,Medium Distance
291,S7,434,Ship,2630,0.21,Peak,0.22,12,21,22,Normal,Low Risk,Short,Short Distance
292,S15,1457,Truck,3162,0.91,Normal,0.15,38,91,15,Critical,Low Risk,Long,Medium Distance
293,S43,1399,Ship,3737,0.88,Normal,0.52,26,88,52,Critical,High Risk,Medium,Medium Distance
294,S2,416,Air,1404,0.79,Monsoon,0.16,30,79,16,High,Low Risk,Long,Short Distance
295,S47,1769,Ship,916,0.96,Monsoon,0.25,31,96,25,Critical,Medium Risk,Long,Long Distance
296,S50,945,Truck,1158,0.26,Monsoon,0.09,25,26,9,Normal,Low Risk,Medium,Medium Distance
297,S2,477,Ship,3012,0.23,Peak,0.13,12,23,13,Normal,Low Risk,Short,Short Distance
298,S28,59,Ship,895,0.68,Normal,0.08,8,68,8,High,Low Risk,Short,Short Distance
299,S34,548,Truck,3484,0.61,Monsoon,0.29,21,61,29,High,Medium Risk,Medium,Short Distance
300,S29,1037,Train,619,0.87,Monsoon,0.39,30,87,39,Critical,Medium Risk,Long,Medium Distance
301,S28,286,Train,352,0.3,Monsoon,0.15,13,30,15,Normal,Low Risk,Short,Short Distance
302,S19,285,Ship,4684,0.1,Peak,0.37,10,10,37,Normal,Medium Risk,Short,Short Distance
303,S18,1563,Air,1487,0.66,Monsoon,0.52,93,66,52,High,High Risk,Very Long,Long Distance
304,S1,1367,Air,2703,0.66,Monsoon,0.57,84,66,57,High,High Risk,Very Long,Medium Distance
305,S50,1347,Air,3898,0.45,Peak,0.02,73,45,2,Normal,Low Risk,Very Long,Medium Distance
306,S29,1964,Ship,3664,0.13,Monsoon,0.52,29,13,52,Normal,High Risk,Medium,Long Distance
307,S31,696,Ship,522,0.67,Peak,0.32,17,67,32,High,Medium Risk,Medium,Short Distance
308,S18,1228,Train,3443,0.92,Peak,0.27,30,92,27,Critical,Medium Risk,Long,Medium Distance
309,S7,349,Ship,702,0.39,Peak,0.45,14,39,45,Normal,High Risk,Short,Short Distance
310,S14,1547,Air,3331,0.16,Normal,0.19,83,16,19,Normal,Low Risk,Very Long,Long Distance
311,S23,871,Truck,3486,0.46,Normal,0.44,26,46,44,Normal,Medium Risk,Medium,Medium Distance
312,S50,1716,Ship,4749,0.95,Peak,0.03,26,95,3,Critical,Low Risk,Medium,Long Distance
313,S31,1572,Truck,2605,0.13,Normal,0.05,35,13,5,Normal,Low Risk,Long,Long Distance
314,S15,1623,Air,4404,0.41,Monsoon,0.53,93,41,53,Normal,High Risk,Very Long,Long Distance
315,S14,709,Truck,2751,0.57,Monsoon,0.54,26,57,54,Normal,High Risk,Medium,Short Distance
316,S50,1039,Train,228,0.83,Peak,0.14,24,83,14,Critical,Low Risk,Medium,Medium Distance
317,S9,1422,Air,4716,0.51,Normal,0.29,78,51,29,Normal,Medium Risk,Very Long,Medium Distance
318,S31,814,Ship,1136,0.76,Normal,0.04,14,76,4,High,Low Risk,Short,Medium Distance
319,S13,1457,Train,3347,0.1,Monsoon,0.28,30,10,28,Normal,Medium Risk,Long,Medium Distance
320,S5,1069,Truck,4275,0.85,Peak,0.05,29,85,5,Critical,Low Risk,Medium,Medium Distance
321,S12,954,Air,2568,0.28,Normal,0.52,55,28,52,Normal,High Risk,Long,Medium Distance
322,S6,1387,Air,697,0.47,Peak,0.21,78,47,21,Normal,Low Risk,Very Long,Medium Distance
323,S32,1685,Ship,1378,0.49,Normal,0.13,22,49,13,Normal,Low Risk,Medium,Long Distance
324,S24,694,Train,1406,0.14,Monsoon,0.05,18,14,5,Normal,Low Risk,Medium,Short Distance
325,S49,560,Truck,703,0.26,Peak,0.3,19,26,30,Normal,Medium Risk,Medium,Short Distance
326,S38,824,Train,2494,0.37,Normal,0.58,22,37,58,Normal,High Risk,Medium,Medium Distance
327,S45,156,Ship,3221,0.26,Peak,0.44,12,26,44,Normal,Medium Risk,Short,Short Distance
328,S3,1852,Truck,4167,0.71,Monsoon,0.25,49,71,25,High,Medium Risk,Long,Long Distance
329,S1,1422,Ship,3059,0.73,Monsoon,0.56,30,73,56,High,High Risk,Long,Medium Distance
330,S42,1249,Air,4828,0.57,Peak,0.02,69,57,2,Normal,Low Risk,Very Long,Medium Distance
331,S25,1793,Truck,1453,0.78,Monsoon,0.58,51,78,58,High,High Risk,Long,Long Distance
332,S18,761,Truck,279,0.43,Monsoon,0.55,28,43,55,Normal,High Risk,Medium,Medium Distance
333,S42,1926,Train,1045,0.58,Normal,0.06,35,58,6,Normal,Low Risk,Long,Long Distance
334,S45,1950,Train,4371,0.43,Peak,0.59,41,43,59,Normal,High Risk,Long,Long Distance
335,S23,937,Air,995,0.58,Peak,0.41,59,58,41,Normal,Medium Risk,Long,Medium Distance
336,S42,1374,Train,4825,0.97,Peak,0.52,36,97,52,Critical,High Risk,Long,Medium Distance
337,S5,1515,Ship,4132,0.61,Peak,0.19,23,61,19,High,Low Risk,Medium,Long Distance
338,S6,431,Truck,4601,0.89,Monsoon,0.16,20,89,16,Critical,Low Risk,Medium,Short Distance
339,S34,931,Air,2204,0.88,Monsoon,0.38,61,88,38,Critical,Medium Risk,Very Long,Medium Distance
340,S13,1466,Train,1941,0.56,Peak,0.11,30,56,11,Normal,Low Risk,Long,Medium Distance
341,S50,459,Truck,136,0.42,Monsoon,0.49,22,42,49,Normal,High Risk,Medium,Short Distance
342,S39,1111,Train,2820,0.51,Monsoon,0.49,29,51,49,Normal,High Risk,Medium,Medium Distance
343,S46,1794,Truck,163,0.38,Peak,0.58,48,38,58,Normal,High Risk,Long,Long Distance
344,S41,202,Train,1267,0.75,Monsoon,0.51,17,75,51,High,High Risk,Medium,Short Distance
345,S37,1447,Air,3495,0.38,Peak,0.22,79,38,22,Normal,Low Risk,Very Long,Medium Distance
346,S50,1500,Ship,3438,0.99,Normal,0.28,25,99,28,Critical,Medium Risk,Medium,Long Distance
347,S42,160,Air,3088,0.81,Peak,0.11,17,81,11,Critical,Low Risk,Medium,Short Distance
348,S33,78,Truck,1939,0.16,Normal,0.3,8,16,30,Normal,Medium Risk,Short,Short Distance
349,S12,1992,Train,493,0.92,Monsoon,0.06,40,92,6,Critical,Low Risk,Long,Long Distance
350,S36,325,Ship,3881,0.54,Peak,0.02,10,54,2,Normal,Low Risk,Short,Short Distance
351,S35,759,Truck,903,0.3,Monsoon,0.6,28,30,60,Normal,High Risk,Medium,Medium Distance
352,S22,1043,Air,3797,0.34,Normal,0.02,56,34,2,Normal,Low Risk,Long,Medium Distance
353,S11,64,Truck,2702,0.21,Normal,0.26,7,21,26,Normal,Medium Risk,Short,Short Distance
354,S5,1262,Truck,2062,0.22,Monsoon,0.57,38,22,57,Normal,High Risk,Long,Medium Distance
355,S49,386,Truck,4302,0.84,Normal,0.4,19,84,40,Critical,Medium Risk,Medium,Short Distance
356,S16,383,Air,590,0.76,Normal,0.28,29,76,28,High,Medium Risk,Medium,Short Distance
357,S28,362,Truck,4348,0.83,Normal,0.35,15,83,35,Critical,Medium Risk,Medium,Short Distance
358,S24,702,Air,1529,0.27,Monsoon,0.37,46,27,37,Normal,Medium Risk,Long,Short Distance
359,S46,916,Truck,2694,0.61,Normal,0.49,28,61,49,High,High Risk,Medium,Medium Distance
360,S39,1295,Train,2337,0.27,Normal,0.19,26,27,19,Normal,Low Risk,Medium,Medium Distance
361,S13,1007,Air,3841,0.94,Normal,0.06,57,94,6,Critical,Low Risk,Long,Medium Distance
362,S1,528,Train,652,0.17,Monsoon,0.6,18,17,60,Normal,High Risk,Medium,Short Distance
363,S9,1443,Air,3236,0.67,Monsoon,0.32,83,67,32,High,Medium Risk,Very Long,Medium Distance
364,S50,1532,Air,4978,0.14,Monsoon,0.24,86,14,24,Normal,Low Risk,Very Long,Long Distance
365,S50,1237,Train,2939,0.6,Normal,0.23,24,60,23,High,Low Risk,Medium,Medium Distance
366,S42,1825,Ship,1812,0.54,Monsoon,0.58,32,54,58,Normal,High Risk,Long,Long Distance
367,S41,91,Truck,3959,0.89,Monsoon,0.34,13,89,34,Critical,Medium Risk,Short,Short Distance
368,S11,422,Ship,126,0.8,Peak,0.2,15,80,20,Critical,Low Risk,Medium,Short Distance
369,S48,1323,Air,271,0.47,Normal,0.3,73,47,30,Normal,Medium Risk,Very Long,Medium Distance
370,S14,627,Truck,4739,0.77,Monsoon,0.25,24,77,25,High,Medium Risk,Medium,Short Distance
371,S20,1492,Ship,2434,0.41,Normal,0.34,24,41,34,Normal,Medium Risk,Medium,Medium Distance
372,S3,736,Train,1286,0.99,Peak,0.26,23,99,26,Critical,Medium Risk,Medium,Short Distance
373,S34,1055,Ship,1962,0.92,Normal,0.2,20,92,20,Critical,Low Risk,Medium,Medium Distance
374,S12,945,Ship,1664,0.15,Peak,0.25,18,15,25,Normal,Medium Risk,Medium,Medium Distance
375,S48,827,Train,1001,0.12,Peak,0.33,19,12,33,Normal,Medium Risk,Medium,Medium Distance
376,S34,1664,Ship,2399,0.46,Monsoon,0.11,26,46,11,Normal,Low Risk,Medium,Long Distance
377,S39,255,Truck,242,0.46,Monsoon,0.41,17,46,41,Normal,Medium Risk,Medium,Short Distance
378,S42,884,Air,2481,0.88,Peak,0.1,54,88,10,Critical,Low Risk,Long,Medium Distance
379,S46,104,Truck,3080,0.35,Normal,0.02,5,35,2,Normal,Low Risk,Short,Short Distance
380,S4,1137,Ship,4663,0.78,Monsoon,0.27,23,78,27,High,Medium Risk,Medium,Medium Distance
381,S28,1034,Truck,2312,0.49,Monsoon,0.56,33,49,56,Normal,High Risk,Long,Medium Distance
382,S28,1131,Air,3833,0.43,Normal,0.45,65,43,45,Normal,High Risk,Very Long,Medium Distance
383,S30,1611,Ship,4875,0.53,Monsoon,0.41,28,53,41,Normal,Medium Risk,Medium,Long Distance
384,S4,232,Air,2241,0.68,Peak,0.31,23,68,31,High,Medium Risk,Medium,Short Distance
385,S21,1319,Air,1371,0.51,Normal,0.35,73,51,35,Normal,Medium Risk,Very Long,Medium Distance
386,S39,863,Ship,3232,0.29,Peak,0.44,19,29,44,Normal,Medium Risk,Medium,Medium Distance
387,S18,211,Truck,2953,0.39,Monsoon,0.56,15,39,56,Normal,High Risk,Medium,Short Distance
388,S38,82,Truck,3791,0.46,Normal,0.29,10,46,29,Normal,Medium Risk,Short,Short Distance
389,S18,1671,Truck,1761,0.73,Normal,0.42,43,73,42,High,Medium Risk,Long,Long Distance
390,S36,175,Truck,3474,0.35,Peak,0.03,9,35,3,Normal,Low Risk,Short,Short Distance
391,S26,1636,Truck,4036,0.73,Monsoon,0.56,47,73,56,High,High Risk,Long,Long Distance
392,S12,831,Train,1796,0.54,Normal,0.27,20,54,27,Normal,Medium Risk,Medium,Medium Distance
393,S29,1732,Train,3117,0.76,Monsoon,0.1,35,76,10,High,Low Risk,Long,Long Distance
394,S33,1856,Truck,3842,0.8,Normal,0.42,47,80,42,Critical,Medium Risk,Long,Long Distance
395,S13,959,Air,3521,0.65,Monsoon,0.31,60,65,31,High,Medium Risk,Very Long,Medium Distance
396,S31,226,Train,1848,0.89,Monsoon,0.41,18,89,41,Critical,Medium Risk,Medium,Short Distance
397,S49,1101,Train,2154,0.82,Normal,0.37,28,82,37,Critical,Medium Risk,Medium,Medium Distance
398,S10,1890,Air,4799,0.32,Normal,0.21,99,32,21,Normal,Low Risk,Very Long,Long Distance
399,S42,992,Air,2473,0.37,Monsoon,0.36,57,37,36,Normal,Medium Risk,Long,Medium Distance
400,S14,354,Air,4366,0.76,Monsoon,0.21,28,76,21,High,Low Risk,Medium,Short Distance
401,S9,1627,Truck,3024,0.33,Normal,0.32,39,33,32,Normal,Medium Risk,Long,Long Distance
402,S21,1798,Truck,51,0.12,Normal,0.42,43,12,42,Normal,Medium Risk,Long,Long Distance
403,S5,1125,Train,3876,0.5,Normal,0.5,26,50,50,Normal,High Risk,Medium,Medium Distance
404,S44,1136,Ship,3577,0.78,Peak,0.56,25,78,56,High,High Risk,Medium,Medium Distance
405,S50,496,Train,71,0.99,Peak,0.09,17,99,9,Critical,Low Risk,Medium,Short Distance
406,S37,1591,Ship,2905,0.69,Normal,0.3,23,69,30,High,Medium Risk,Medium,Long Distance
407,S35,232,Truck,4135,0.65,Monsoon,0.34,17,65,34,High,Medium Risk,Medium,Short Distance
408,S22,682,Air,1625,0.51,Peak,0.26,43,51,26,Normal,Medium Risk,Long,Short Distance
409,S3,1350,Air,3703,0.37,Monsoon,0.27,76,37,27,Normal,Medium Risk,Very Long,Medium Distance
410,S14,1624,Ship,3555,0.44,Monsoon,0.21,26,44,21,Normal,Low Risk,Medium,Long Distance
411,S5,907,Train,1596,0.76,Monsoon,0.17,24,76,17,High,Low Risk,Medium,Medium Distance
412,S26,1291,Air,1205,0.22,Monsoon,0.02,70,22,2,Normal,Low Risk,Very Long,Medium Distance
413,S37,1816,Ship,3245,0.9,Peak,0.01,28,90,1,Critical,Low Risk,Medium,Long Distance
414,S39,1903,Train,112,0.94,Peak,0.34,41,94,34,Critical,Medium Risk,Long,Long Distance
415,S36,520,Ship,1392,0.87,Monsoon,0.07,16,87,7,Critical,Low Risk,Medium,Short Distance
416,S42,262,Truck,778,0.47,Normal,0.11,10,47,11,Normal,Low Risk,Short,Short Distance
417,S48,211,Truck,1382,0.35,Normal,0.09,10,35,9,Normal,Low Risk,Short,Short Distance
418,S40,646,Ship,2650,0.68,Normal,0.19,14,68,19,High,Low Risk,Short,Short Distance
419,S24,417,Train,4500,0.14,Peak,0.44,16,14,44,Normal,Medium Risk,Medium,Short Distance
420,S40,205,Truck,4369,0.42,Normal,0.58,16,42,58,Normal,High Risk,Medium,Short Distance
421,S7,1994,Train,3229,0.8,Peak,0.57,44,80,57,Critical,High Risk,Long,Long Distance
422,S48,1280,Ship,4991,0.76,Monsoon,0.13,22,76,13,High,Low Risk,Medium,Medium Distance
423,S8,1122,Truck,995,0.35,Normal,0.04,26,35,4,Normal,Low Risk,Medium,Medium Distance
424,S45,41,Train,3500,0.41,Normal,0.21,7,41,21,Normal,Low Risk,Short,Short Distance
425,S30,1540,Train,471,0.69,Peak,0.16,32,69,16,High,Low Risk,Long,Long Distance
426,S13,1262,Ship,1841,0.77,Normal,0.05,19,77,5,High,Low Risk,Medium,Medium Distance
427,S42,1503,Train,1368,0.32,Monsoon,0.05,28,32,5,Normal,Low Risk,Medium,Long Distance
428,S32,559,Air,3892,0.61,Monsoon,0.25,39,61,25,High,Medium Risk,Long,Short Distance
429,S33,1059,Truck,3347,0.3,Peak,0.3,29,30,30,Normal,Medium Risk,Medium,Medium Distance
430,S25,1045,Air,4804,0.18,Peak,0.49,63,18,49,Normal,High Risk,Very Long,Medium Distance
431,S1,1257,Train,4499,0.34,Normal,0.42,27,34,42,Normal,Medium Risk,Medium,Medium Distance
432,S7,804,Air,530,0.8,Normal,0.51,51,80,51,Critical,High Risk,Long,Medium Distance
433,S10,404,Air,3282,0.92,Normal,0.6,33,92,60,Critical,High Risk,Long,Short Distance
434,S26,947,Truck,1686,0.86,Monsoon,0.5,33,86,50,Critical,High Risk,Long,Medium Distance
435,S7,975,Ship,2266,0.12,Peak,0.03,14,12,3,Normal,Low Risk,Short,Medium Distance
436,S49,313,Air,3321,0.2,Peak,0.4,26,20,40,Normal,Medium Risk,Medium,Short Distance
437,S14,1987,Truck,2458,0.57,Monsoon,0.52,54,57,52,Normal,High Risk,Long,Long Distance
438,S9,1286,Truck,2549,0.16,Normal,0.14,30,16,14,Normal,Low Risk,Long,Medium Distance
439,S47,843,Truck,3846,0.65,Peak,0.05,25,65,5,High,Low Risk,Medium,Medium Distance
440,S16,1819,Truck,2306,0.81,Monsoon,0.21,49,81,21,Critical,Low Risk,Long,Long Distance
441,S31,1852,Ship,1418,0.98,Monsoon,0.16,31,98,16,Critical,Low Risk,Long,Long Distance
442,S1,729,Air,1753,0.41,Peak,0.12,45,41,12,Normal,Low Risk,Long,Short Distance
443,S49,1437,Ship,473,0.21,Peak,0.41,23,21,41,Normal,Medium Risk,Medium,Medium Distance
444,S32,1255,Ship,2402,0.17,Peak,0.46,22,17,46,Normal,High Risk,Medium,Medium Distance
445,S49,839,Air,4125,0.92,Monsoon,0.4,57,92,40,Critical,Medium Risk,Long,Medium Distance
446,S19,430,Train,3783,0.64,Peak,0.43,18,64,43,High,Medium Risk,Medium,Short Distance
447,S15,226,Train,178,0.46,Monsoon,0.43,17,46,43,Normal,Medium Risk,Medium,Short Distance
448,S50,117,Air,3841,0.37,Peak,0.17,13,37,17,Normal,Low Risk,Short,Short Distance
449,S6,472,Air,4823,0.92,Normal,0.6,35,92,60,Critical,High Risk,Long,Short Distance
450,S42,1904,Train,1527,0.21,Normal,0.09,32,21,9,Normal,Low Risk,Long,Long Distance
451,S24,1973,Train,1395,0.29,Normal,0.35,36,29,35,Normal,Medium Risk,Long,Long Distance
452,S27,1436,Air,1129,0.72,Normal,0.02,77,72,2,High,Low Risk,Very Long,Medium Distance
453,S6,1619,Train,1320,0.26,Peak,0.04,29,26,4,Normal,Low Risk,Medium,Long Distance
454,S30,78,Ship,4350,0.36,Normal,0.54,10,36,54,Normal,High Risk,Short,Short Distance
455,S24,1102,Truck,4988,0.18,Monsoon,0.36,33,18,36,Normal,Medium Risk,Long,Medium Distance
456,S23,479,Truck,3666,0.81,Peak,0.31,21,81,31,Critical,Medium Risk,Medium,Short Distance
457,S43,1815,Air,4768,0.96,Normal,0.38,102,96,38,Critical,Medium Risk,Very Long,Long Distance
458,S7,103,Ship,4067,0.66,Peak,0.21,11,66,21,High,Low Risk,Short,Short Distance
459,S41,338,Ship,4135,0.58,Peak,0.05,13,58,5,Normal,Low Risk,Short,Short Distance
460,S26,1588,Air,183,0.3,Peak,0.3,88,30,30,Normal,Medium Risk,Very Long,Long Distance
461,S40,913,Train,4537,0.68,Peak,0.06,23,68,6,High,Low Risk,Medium,Medium Distance
462,S48,1546,Truck,4021,0.31,Normal,0.05,35,31,5,Normal,Low Risk,Long,Long Distance
463,S48,1652,Air,4974,0.47,Monsoon,0.04,89,47,4,Normal,Low Risk,Very Long,Long Distance
464,S2,1482,Truck,3407,0.86,Normal,0.25,37,86,25,Critical,Medium Risk,Long,Medium Distance
465,S29,78,Train,1958,0.78,Monsoon,0.16,14,78,16,High,Low Risk,Short,Short Distance
466,S50,1829,Ship,4302,0.7,Normal,0.37,29,70,37,High,Medium Risk,Medium,Long Distance
467,S32,1367,Truck,1838,0.12,Monsoon,0.42,37,12,42,Normal,Medium Risk,Long,Medium Distance
468,S29,536,Train,3238,0.88,Monsoon,0.45,22,88,45,Critical,High Risk,Medium,Short Distance
469,S4,1784,Train,4227,0.65,Normal,0.55,37,65,55,High,High Risk,Long,Long Distance
470,S39,430,Truck,3467,0.11,Peak,0.12,16,11,12,Normal,Low Risk,Medium,Short Distance
471,S16,1187,Truck,3553,0.7,Monsoon,0.43,37,70,43,High,Medium Risk,Long,Medium Distance
472,S17,456,Truck,2820,0.5,Normal,0.44,19,50,44,Normal,Medium Risk,Medium,Short Distance
473,S44,818,Train,2858,0.59,Monsoon,0.05,21,59,5,Normal,Low Risk,Medium,Medium Distance
474,S46,1796,Ship,4216,0.4,Peak,0.53,28,40,53,Normal,High Risk,Medium,Long Distance
475,S22,727,Ship,2759,0.54,Normal,0.05,13,54,5,Normal,Low Risk,Short,Short Distance
476,S7,753,Truck,3472,0.78,Peak,0.3,27,78,30,High,Medium Risk,Medium,Medium Distance
477,S50,1413,Truck,929,0.76,Monsoon,0.54,43,76,54,High,High Risk,Long,Medium Distance
478,S3,280,Train,2296,0.4,Normal,0.52,13,40,52,Normal,High Risk,Short,Short Distance
479,S25,1463,Truck,1825,0.25,Monsoon,0.49,39,25,49,Normal,High Risk,Long,Medium Distance
480,S19,549,Train,4729,0.5,Monsoon,0.55,21,50,55,Normal,High Risk,Medium,Short Distance
481,S5,1663,Train,4034,0.66,Peak,0.31,34,66,31,High,Medium Risk,Long,Long Distance
482,S39,969,Air,1604,0.12,Normal,0.01,49,12,1,Normal,Low Risk,Long,Medium Distance
483,S11,841,Air,1547,0.84,Peak,0.37,52,84,37,Critical,Medium Risk,Long,Medium Distance
484,S12,640,Air,1272,0.12,Monsoon,0.09,38,12,9,Normal,Low Risk,Long,Short Distance
485,S3,1494,Ship,1526,0.19,Peak,0.08,21,19,8,Normal,Low Risk,Medium,Medium Distance
486,S4,1963,Truck,3786,0.4,Normal,0.14,47,40,14,Normal,Low Risk,Long,Long Distance
487,S2,1653,Train,3309,0.53,Normal,0.59,36,53,59,Normal,High Risk,Long,Long Distance
488,S45,1461,Air,2300,0.73,Normal,0.05,80,73,5,High,Low Risk,Very Long,Medium Distance
489,S9,1833,Train,3045,0.27,Normal,0.52,36,27,52,Normal,High Risk,Long,Long Distance
490,S9,835,Ship,4524,0.89,Monsoon,0.43,21,89,43,Critical,Medium Risk,Medium,Medium Distance
491,S28,213,Truck,1298,0.13,Normal,0.33,10,13,33,Normal,Medium Risk,Short,Short Distance
492,S36,352,Air,3217,0.96,Peak,0.19,30,96,19,Critical,Low Risk,Long,Short Distance
493,S19,1190,Truck,2860,0.4,Peak,0.12,31,40,12,Normal,Low Risk,Long,Medium Distance
494,S32,420,Air,4342,0.46,Monsoon,0.02,29,46,2,Normal,Low Risk,Medium,Short Distance
495,S11,480,Train,2933,0.19,Peak,0.43,17,19,43,Normal,Medium Risk,Medium,Short Distance
496,S5,390,Truck,4599,0.89,Monsoon,0.03,19,89,3,Critical,Low Risk,Medium,Short Distance
497,S44,1820,Ship,3528,0.61,Normal,0.15,25,61,15,High,Low Risk,Medium,Long Distance
498,S26,1492,Ship,1315,0.29,Normal,0.29,22,29,29,Normal,Medium Risk,Medium,Medium Distance
499,S27,210,Truck,3842,0.27,Normal,0.41,11,27,41,Normal,Medium Risk,Short,Short Distance
500,S30,126,Train,3287,0.71,Monsoon,0.47,16,71,47,High,High Risk,Medium,Short Distance
501,S28,1360,Ship,3509,0.57,Monsoon,0.33,25,57,33,Normal,Medium Risk,Medium,Medium Distance
502,S6,768,Air,4821,0.65,Peak,0.31,48,65,31,High,Medium Risk,Long,Medium Distance
503,S10,1111,Ship,738,0.48,Monsoon,0.02,19,48,2,Normal,Low Risk,Medium,Medium Distance
504,S15,598,Truck,1385,0.12,Monsoon,0.29,20,12,29,Normal,Medium Risk,Medium,Short Distance
505,S7,1313,Train,2445,0.98,Monsoon,0.36,33,98,36,Critical,Medium Risk,Long,Medium Distance
506,S37,922,Train,328,0.76,Peak,0.5,26,76,50,High,High Risk,Medium,Medium Distance
507,S8,205,Train,3234,0.39,Normal,0.38,11,39,38,Normal,Medium Risk,Short,Short Distance
508,S7,989,Air,2841,0.24,Peak,0.07,56,24,7,Normal,Low Risk,Long,Medium Distance
509,S20,939,Truck,1808,0.74,Normal,0.35,28,74,35,High,Medium Risk,Medium,Medium Distance
510,S29,101,Ship,2592,0.65,Normal,0.31,9,65,31,High,Medium Risk,Short,Short Distance
511,S32,331,Train,2761,0.43,Normal,0.09,9,43,9,Normal,Low Risk,Short,Short Distance
512,S50,1470,Train,2515,0.33,Normal,0.43,32,33,43,Normal,Medium Risk,Long,Medium Distance
513,S5,120,Truck,2388,0.42,Peak,0.5,15,42,50,Normal,High Risk,Medium,Short Distance
514,S42,139,Ship,447,0.6,Peak,0.4,13,60,40,High,Medium Risk,Short,Short Distance
515,S8,756,Ship,2240,0.49,Peak,0.25,18,49,25,Normal,Medium Risk,Medium,Medium Distance
516,S49,1316,Train,484,0.16,Normal,0.4,27,16,40,Normal,Medium Risk,Medium,Medium Distance
517,S46,728,Train,2040,0.16,Monsoon,0.55,23,16,55,Normal,High Risk,Medium,Short Distance
518,S1,1352,Ship,4316,0.77,Normal,0.27,22,77,27,High,Medium Risk,Medium,Medium Distance
